id,cwe,cwe_name,label,code
SEC-CWE416-040,CWE-416,Safe Free and Reset Pointer,0,"
void cleanup_session_safe_39(struct Session_39 **s_ptr) {
    if (s_ptr == NULL || *s_ptr == NULL) return;
    free(*s_ptr);
    *s_ptr = NULL; // Prevent dangling pointer
}
"
VULN-SUBTLE-416-001,CWE-416,Use-After-Free in Error Handler,1,"
int handle_connection_event_0(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (err_code != 0) {
        free(msg);
    }
    // Accessing msg after conditional free
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    return 0;
}
"
SEC-SUBTLE-416-001,CWE-416,Safe Clean Error Handling,0,"
int handle_connection_event_safe_0(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (msg == NULL) return -1;
    if (err_code != 0) {
        free(msg);
        msg = NULL;
        return err_code;
    }
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    free(msg);
    msg = NULL;
    return 0;
}
"
VULN-SUBTLE-416-002,CWE-416,Use-After-Free in Error Handler,1,"
int handle_connection_event_1(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (err_code != 0) {
        free(msg);
    }
    // Accessing msg after conditional free
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    return 0;
}
"
SEC-SUBTLE-416-002,CWE-416,Safe Clean Error Handling,0,"
int handle_connection_event_safe_1(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (msg == NULL) return -1;
    if (err_code != 0) {
        free(msg);
        msg = NULL;
        return err_code;
    }
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    free(msg);
    msg = NULL;
    return 0;
}
"
VULN-SUBTLE-416-003,CWE-416,Use-After-Free in Error Handler,1,"
int handle_connection_event_2(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (err_code != 0) {
        free(msg);
    }
    // Accessing msg after conditional free
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    return 0;
}
"
SEC-SUBTLE-416-003,CWE-416,Safe Clean Error Handling,0,"
int handle_connection_event_safe_2(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (msg == NULL) return -1;
    if (err_code != 0) {
        free(msg);
        msg = NULL;
        return err_code;
    }
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    free(msg);
    msg = NULL;
    return 0;
}
"
VULN-SUBTLE-416-004,CWE-416,Use-After-Free in Error Handler,1,"
int handle_connection_event_3(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (err_code != 0) {
        free(msg);
    }
    // Accessing msg after conditional free
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    return 0;
}
"
SEC-SUBTLE-416-004,CWE-416,Safe Clean Error Handling,0,"
int handle_connection_event_safe_3(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (msg == NULL) return -1;
    if (err_code != 0) {
        free(msg);
        msg = NULL;
        return err_code;
    }
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    free(msg);
    msg = NULL;
    return 0;
}
"
VULN-SUBTLE-416-005,CWE-416,Use-After-Free in Error Handler,1,"
int handle_connection_event_4(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (err_code != 0) {
        free(msg);
    }
    // Accessing msg after conditional free
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    return 0;
}
"
SEC-SUBTLE-416-005,CWE-416,Safe Clean Error Handling,0,"
int handle_connection_event_safe_4(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (msg == NULL) return -1;
    if (err_code != 0) {
        free(msg);
        msg = NULL;
        return err_code;
    }
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    free(msg);
    msg = NULL;
    return 0;
}
"
VULN-SUBTLE-416-006,CWE-416,Use-After-Free in Error Handler,1,"
int handle_connection_event_5(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (err_code != 0) {
        free(msg);
    }
    // Accessing msg after conditional free
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    return 0;
}
"
SEC-SUBTLE-416-006,CWE-416,Safe Clean Error Handling,0,"
int handle_connection_event_safe_5(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (msg == NULL) return -1;
    if (err_code != 0) {
        free(msg);
        msg = NULL;
        return err_code;
    }
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    free(msg);
    msg = NULL;
    return 0;
}
"
VULN-SUBTLE-416-007,CWE-416,Use-After-Free in Error Handler,1,"
int handle_connection_event_6(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (err_code != 0) {
        free(msg);
    }
    // Accessing msg after conditional free
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    return 0;
}
"
SEC-SUBTLE-416-007,CWE-416,Safe Clean Error Handling,0,"
int handle_connection_event_safe_6(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (msg == NULL) return -1;
    if (err_code != 0) {
        free(msg);
        msg = NULL;
        return err_code;
    }
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    free(msg);
    msg = NULL;
    return 0;
}
"
VULN-SUBTLE-416-008,CWE-416,Use-After-Free in Error Handler,1,"
int handle_connection_event_7(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (err_code != 0) {
        free(msg);
    }
    // Accessing msg after conditional free
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    return 0;
}
"
SEC-SUBTLE-416-008,CWE-416,Safe Clean Error Handling,0,"
int handle_connection_event_safe_7(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (msg == NULL) return -1;
    if (err_code != 0) {
        free(msg);
        msg = NULL;
        return err_code;
    }
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    free(msg);
    msg = NULL;
    return 0;
}
"
VULN-SUBTLE-416-009,CWE-416,Use-After-Free in Error Handler,1,"
int handle_connection_event_8(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (err_code != 0) {
        free(msg);
    }
    // Accessing msg after conditional free
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    return 0;
}
"
SEC-SUBTLE-416-009,CWE-416,Safe Clean Error Handling,0,"
int handle_connection_event_safe_8(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (msg == NULL) return -1;
    if (err_code != 0) {
        free(msg);
        msg = NULL;
        return err_code;
    }
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    free(msg);
    msg = NULL;
    return 0;
}
"
VULN-SUBTLE-416-010,CWE-416,Use-After-Free in Error Handler,1,"
int handle_connection_event_9(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (err_code != 0) {
        free(msg);
    }
    // Accessing msg after conditional free
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    return 0;
}
"
SEC-SUBTLE-416-010,CWE-416,Safe Clean Error Handling,0,"
int handle_connection_event_safe_9(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (msg == NULL) return -1;
    if (err_code != 0) {
        free(msg);
        msg = NULL;
        return err_code;
    }
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    free(msg);
    msg = NULL;
    return 0;
}
"
VULN-SUBTLE-416-011,CWE-416,Use-After-Free in Error Handler,1,"
int handle_connection_event_10(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (err_code != 0) {
        free(msg);
    }
    // Accessing msg after conditional free
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    return 0;
}
"
SEC-SUBTLE-416-011,CWE-416,Safe Clean Error Handling,0,"
int handle_connection_event_safe_10(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (msg == NULL) return -1;
    if (err_code != 0) {
        free(msg);
        msg = NULL;
        return err_code;
    }
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    free(msg);
    msg = NULL;
    return 0;
}
"
VULN-SUBTLE-416-012,CWE-416,Use-After-Free in Error Handler,1,"
int handle_connection_event_11(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (err_code != 0) {
        free(msg);
    }
    // Accessing msg after conditional free
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    return 0;
}
"
SEC-SUBTLE-416-012,CWE-416,Safe Clean Error Handling,0,"
int handle_connection_event_safe_11(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (msg == NULL) return -1;
    if (err_code != 0) {
        free(msg);
        msg = NULL;
        return err_code;
    }
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    free(msg);
    msg = NULL;
    return 0;
}
"
VULN-SUBTLE-416-013,CWE-416,Use-After-Free in Error Handler,1,"
int handle_connection_event_12(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (err_code != 0) {
        free(msg);
    }
    // Accessing msg after conditional free
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    return 0;
}
"
SEC-SUBTLE-416-013,CWE-416,Safe Clean Error Handling,0,"
int handle_connection_event_safe_12(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (msg == NULL) return -1;
    if (err_code != 0) {
        free(msg);
        msg = NULL;
        return err_code;
    }
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    free(msg);
    msg = NULL;
    return 0;
}
"
VULN-SUBTLE-416-014,CWE-416,Use-After-Free in Error Handler,1,"
int handle_connection_event_13(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (err_code != 0) {
        free(msg);
    }
    // Accessing msg after conditional free
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    return 0;
}
"
SEC-SUBTLE-416-014,CWE-416,Safe Clean Error Handling,0,"
int handle_connection_event_safe_13(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (msg == NULL) return -1;
    if (err_code != 0) {
        free(msg);
        msg = NULL;
        return err_code;
    }
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    free(msg);
    msg = NULL;
    return 0;
}
"
VULN-SUBTLE-416-015,CWE-416,Use-After-Free in Error Handler,1,"
int handle_connection_event_14(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (err_code != 0) {
        free(msg);
    }
    // Accessing msg after conditional free
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    return 0;
}
"
SEC-SUBTLE-416-015,CWE-416,Safe Clean Error Handling,0,"
int handle_connection_event_safe_14(void *ctx, int err_code) {
    char *msg = (char*)malloc(128);
    if (msg == NULL) return -1;
    if (err_code != 0) {
        free(msg);
        msg = NULL;
        return err_code;
    }
    snprintf(msg, 128, ""Event processed: %d"", err_code);
    free(msg);
    msg = NULL;
    return 0;
}
"
VULN-CWE415-001,CWE-415,Double Free,1,"
void double_free_func_0(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-001,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_0(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-002,CWE-415,Double Free,1,"
void double_free_func_1(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-002,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_1(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-003,CWE-415,Double Free,1,"
void double_free_func_2(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-003,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_2(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-004,CWE-415,Double Free,1,"
void double_free_func_3(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-004,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_3(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-005,CWE-415,Double Free,1,"
void double_free_func_4(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-005,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_4(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-006,CWE-415,Double Free,1,"
void double_free_func_5(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-006,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_5(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-007,CWE-415,Double Free,1,"
void double_free_func_6(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-007,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_6(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-008,CWE-415,Double Free,1,"
void double_free_func_7(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-008,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_7(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-009,CWE-415,Double Free,1,"
void double_free_func_8(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-009,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_8(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-010,CWE-415,Double Free,1,"
void double_free_func_9(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-010,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_9(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-011,CWE-415,Double Free,1,"
void double_free_func_10(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-011,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_10(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-012,CWE-415,Double Free,1,"
void double_free_func_11(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-012,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_11(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-013,CWE-415,Double Free,1,"
void double_free_func_12(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-013,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_12(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-014,CWE-415,Double Free,1,"
void double_free_func_13(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-014,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_13(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-015,CWE-415,Double Free,1,"
void double_free_func_14(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-015,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_14(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-016,CWE-415,Double Free,1,"
void double_free_func_15(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-016,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_15(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-017,CWE-415,Double Free,1,"
void double_free_func_16(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-017,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_16(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-018,CWE-415,Double Free,1,"
void double_free_func_17(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-018,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_17(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-019,CWE-415,Double Free,1,"
void double_free_func_18(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-019,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_18(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-020,CWE-415,Double Free,1,"
void double_free_func_19(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-020,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_19(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-021,CWE-415,Double Free,1,"
void double_free_func_20(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-021,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_20(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-022,CWE-415,Double Free,1,"
void double_free_func_21(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-022,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_21(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-023,CWE-415,Double Free,1,"
void double_free_func_22(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-023,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_22(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-024,CWE-415,Double Free,1,"
void double_free_func_23(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-024,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_23(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-025,CWE-415,Double Free,1,"
void double_free_func_24(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-025,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_24(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-026,CWE-415,Double Free,1,"
void double_free_func_25(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-026,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_25(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-027,CWE-415,Double Free,1,"
void double_free_func_26(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-027,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_26(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-028,CWE-415,Double Free,1,"
void double_free_func_27(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-028,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_27(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-029,CWE-415,Double Free,1,"
void double_free_func_28(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-029,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_28(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-030,CWE-415,Double Free,1,"
void double_free_func_29(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-030,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_29(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-031,CWE-415,Double Free,1,"
void double_free_func_30(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-031,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_30(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-032,CWE-415,Double Free,1,"
void double_free_func_31(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-032,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_31(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-033,CWE-415,Double Free,1,"
void double_free_func_32(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-033,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_32(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-034,CWE-415,Double Free,1,"
void double_free_func_33(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-034,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_33(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE415-035,CWE-415,Double Free,1,"
void double_free_func_34(char *ptr, int flag) {
    if (flag) {
        free(ptr);
    }
    // Unchecked second free call
    free(ptr);
}
"
SEC-CWE415-035,CWE-415,Safe Single Free with Null Check,0,"
void safe_free_func_34(char **ptr_ref) {
    if (ptr_ref != NULL && *ptr_ref != NULL) {
        free(*ptr_ref);
        *ptr_ref = NULL;
    }
}
"
VULN-CWE476-001,CWE-476,NULL Pointer Dereference,1,"
int get_length_unsafe_0(const char *str) {
    // Dereferencing pointer without NULL check
    return strlen(str);
}
"
SEC-CWE476-001,CWE-476,Safe NULL Pointer Validation,0,"
int get_length_safe_0(const char *str) {
    if (str == NULL) return 0;
    return strlen(str);
}
"
VULN-CWE476-002,CWE-476,NULL Pointer Dereference,1,"
int get_length_unsafe_1(const char *str) {
    // Dereferencing pointer without NULL check
    return strlen(str);
}
"
SEC-CWE476-002,CWE-476,Safe NULL Pointer Validation,0,"
int get_length_safe_1(const char *str) {
    if (str == NULL) return 0;
    return strlen(str);
}
"
VULN-CWE476-003,CWE-476,NULL Pointer Dereference,1,"
int get_length_unsafe_2(const char *str) {
    // Dereferencing pointer without NULL check
    return strlen(str);
}
"
SEC-CWE476-003,CWE-476,Safe NULL Pointer Validation,0,"
int get_length_safe_2(const char *str) {
    if (str == NULL) return 0;
    return strlen(str);
}
"
VULN-CWE476-004,CWE-476,NULL Pointer Dereference,1,"
int get_length_unsafe_3(const char *str) {
    // Dereferencing pointer without NULL check
    return strlen(str);
}
"
SEC-CWE476-004,CWE-476,Safe NULL Pointer Validation,0,"
int get_length_safe_3(const char *str) {
    if (str == NULL) return 0;
    return strlen(str);
}
"
VULN-CWE476-005,CWE-476,NULL Pointer Dereference,1,"
int get_length_unsafe_4(const char *str) {
    // Dereferencing pointer without NULL check
    return strlen(str);
}
"
SEC-CWE476-005,CWE-476,Safe NULL Pointer Validation,0,"
int get_length_safe_4(const char *str) {
    if (str == NULL) return 0;
    return strlen(str);
}
"
VULN-CWE476-006,CWE-476,NULL Pointer Dereference,1,"
int get_length_unsafe_5(const char *str) {
    // Dereferencing pointer without NULL check
    return strlen(str);
}
"
SEC-CWE476-006,CWE-476,Safe NULL Pointer Validation,0,"
int get_length_safe_5(const char *str) {
    if (str == NULL) return 0;
    return strlen(str);
}
"
VULN-CWE476-007,CWE-476,NULL Pointer Dereference,1,"
int get_length_unsafe_6(const char *str) {
    // Dereferencing pointer without NULL check
    return strlen(str);
}
"
SEC-CWE476-007,CWE-476,Safe NULL Pointer Validation,0,"
int get_length_safe_6(const char *str) {
    if (str == NULL) return 0;
    return strlen(str);
}
"
VULN-CWE476-008,CWE-476,NULL Pointer Dereference,1,"
int get_length_unsafe_7(const char *str) {
    // Dereferencing pointer without NULL check
    return strlen(str);
}
"
SEC-CWE476-008,CWE-476,Safe NULL Pointer Validation,0,"
int get_length_safe_7(const char *str) {
    if (str == NULL) return 0;
    return strlen(str);
}
"
VULN-CWE476-009,CWE-476,NULL Pointer Dereference,1,"
int get_length_unsafe_8(const char *str) {
    // Dereferencing pointer without NULL check
    return strlen(str);
}
"
SEC-CWE476-009,CWE-476,Safe NULL Pointer Validation,0,"
int get_length_safe_8(const char *str) {
    if (str == NULL) return 0;
    return strlen(str);
}
"
VULN-CWE476-010,CWE-476,NULL Pointer Dereference,1,"
int get_length_unsafe_9(const char *str) {
    // Dereferencing pointer without NULL check
    return strlen(str);
}
"
